Inning,Outs,Innings Completed,Away Score,Home Score,Lead,Runs Allowed,1b,2b,3b,Total Runners,Lineup Spot,Batters Faced,BPI,RPI
6,2,5.2,3,1,2,1,0,1,1,2,6,24,4.615384615,0.192307692
6,2,5.2,1,4,3,1,1,1,0,2,6,24,4.615384615,0.192307692
6,2,5.2,1,1,0,1,1,1,0,2,6,24,4.615384615,0.192307692
6,0,5,1,1,0,1,1,1,0,2,6,24,4.8,0.2
6,0,5,1,3,2,1,1,1,0,2,6,24,4.8,0.2
6,0,5,1,2,1,1,1,1,0,2,6,24,4.8,0.2
7,0,6,2,1,-1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,2,0,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,0,-2,2,0,0,0,0,6,24,4,0.333333333
7,0,6,4,2,2,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,3,1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,0,-2,2,0,0,0,0,6,24,4,0.333333333
7,0,6,3,2,1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,2,0,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,3,1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,4,2,2,0,0,0,0,6,24,4,0.333333333
7,0,6,1,2,-1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,2,0,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,3,1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,1,-1,2,0,0,0,0,6,24,4,0.333333333
7,0,6,2,2,0,2,0,0,0,0,6,24,4,0.333333333
6,2,5.2,1,2,1,1,1,1,1,3,6,24,4.615384615,0.192307692
6,2,5.2,1,1,0,1,1,1,1,3,6,24,4.615384615,0.192307692
7,1,6.1,2,2,0,2,1,0,0,1,7,24,3.93442623,0.327868852
7,1,6.1,0,2,-2,2,1,0,0,1,6,24,3.93442623,0.327868852
7,0,6,2,2,0,2,0,1,0,1,6,24,4,0.333333333
6,2,5.2,3,2,1,2,0,0,0,0,6,24,4.615384615,0.384615385
6,1,5.1,2,1,-1,2,0,0,0,0,6,24,4.705882353,0.392156863
6,1,5.1,0,2,-2,2,0,0,0,0,6,24,4.705882353,0.392156863
6,1,5.1,2,3,1,2,0,0,0,0,6,24,4.705882353,0.392156863
6,0,5,2,2,0,2,0,0,0,0,6,24,4.8,0.4
6,0,5,1,2,-1,2,0,0,0,0,6,24,4.8,0.4
6,0,5,2,1,-1,2,0,0,0,0,6,24,4.8,0.4
6,0,5,0,2,-2,2,0,0,0,0,6,24,4.8,0.4
6,0,5,2,3,1,2,0,0,0,0,6,24,4.8,0.4
6,0,5,1,2,-1,2,0,0,0,0,6,24,4.8,0.4
6,0,5,2,2,0,2,0,0,0,0,6,24,4.8,0.4
6,0,5,2,2,0,2,0,0,0,0,6,24,4.8,0.4
6,0,5,4,2,2,2,0,0,0,0,6,24,4.8,0.4
6,0,5,1,2,-1,2,0,0,0,0,6,24,4.8,0.4
5,1,4.1,0,1,-1,1,1,1,1,3,6,24,5.853658537,0.243902439
6,2,5.2,1,2,-1,2,0,1,0,1,6,24,4.615384615,0.384615385
6,2,5.2,1,2,-1,2,1,0,0,1,6,24,4.615384615,0.384615385
7,0,6,3,0,-3,3,0,0,0,0,6,24,4,0.5
7,0,6,3,0,-3,3,0,0,0,0,6,24,4,0.5
7,0,6,3,2,-1,3,0,0,0,0,6,24,4,0.5
7,0,6,3,1,-2,3,0,0,0,0,6,24,4,0.5
7,0,6,3,5,2,3,0,0,0,0,6,24,4,0.5
7,0,6,3,6,3,3,0,0,0,0,6,24,4,0.5
7,0,6,3,1,-2,3,0,0,0,0,6,24,4,0.5
7,0,6,3,3,0,3,0,0,0,0,6,24,4,0.5
7,0,6,3,1,-2,3,0,0,0,0,6,24,4,0.5
6,1,5.1,2,3,1,2,0,1,0,1,6,24,4.705882353,0.392156863
6,1,5.1,2,0,-2,2,1,0,0,1,6,24,4.705882353,0.392156863
6,1,5.1,0,2,-2,2,0,1,0,1,6,24,4.705882353,0.392156863
6,1,5.1,4,2,2,2,0,1,0,1,6,24,4.705882353,0.392156863
6,2,5.2,3,2,1,2,1,1,0,2,7,24,4.615384615,0.384615385
6,2,5.2,6,2,4,2,0,1,1,2,6,24,4.615384615,0.384615385
6,2,5.2,2,3,1,2,1,1,0,2,6,24,4.615384615,0.384615385
6,1,5.1,2,1,-1,2,1,1,0,2,6,24,4.705882353,0.392156863
6,1,5.1,2,1,-1,2,1,1,0,2,6,24,4.705882353,0.392156863
6,1,5.1,2,1,-1,2,1,1,0,2,6,24,4.705882353,0.392156863
6,1,5.1,2,5,3,2,1,1,0,2,6,24,4.705882353,0.392156863
6,1,5.1,0,2,-2,2,1,1,0,2,6,24,4.705882353,0.392156863
6,1,5.1,3,2,1,2,1,1,0,2,6,24,4.705882353,0.392156863
6,0,5,6,2,4,2,1,1,0,2,6,24,4.8,0.4
6,0,5,2,0,-2,2,1,1,0,2,6,24,4.8,0.4
6,0,5,3,2,1,2,1,1,0,2,6,24,4.8,0.4
6,0,5,0,2,-2,2,1,1,0,2,6,24,4.8,0.4
6,0,5,2,1,-1,2,0,1,1,2,6,24,4.8,0.4
6,1,5.1,2,3,1,2,1,1,1,3,6,24,4.705882353,0.392156863
6,1,5.1,2,0,-2,2,1,1,1,3,6,24,4.705882353,0.392156863
6,0,5,2,1,-1,2,1,1,1,3,6,24,4.8,0.4
7,0,6,1,4,-3,4,0,0,0,0,6,24,4,0.666666667
7,0,6,4,1,-3,4,0,0,0,0,6,24,4,0.666666667
7,0,6,1,4,-3,4,0,0,0,0,6,24,4,0.666666667
6,2,5.2,1,3,-2,3,0,0,1,1,6,24,4.615384615,0.576923077
6,2,5.2,3,1,-2,3,0,0,1,1,6,24,4.615384615,0.576923077
6,0,5,2,3,-1,3,0,0,0,0,6,24,4.8,0.6
6,0,5,3,1,-2,3,0,0,0,0,6,24,4.8,0.6
6,0,5,3,7,4,3,0,0,0,0,6,24,4.8,0.6
6,0,5,2,3,-1,3,0,0,0,0,6,24,4.8,0.6
6,0,5,1,3,-2,3,0,0,0,0,6,24,4.8,0.6
6,0,5,4,3,1,3,0,0,0,0,6,24,4.8,0.6
6,0,5,2,3,-1,3,0,0,0,0,6,24,4.8,0.6
6,0,5,3,1,-2,3,0,0,0,0,6,24,4.8,0.6
6,0,5,4,3,1,3,0,0,0,0,6,24,4.8,0.6
6,0,5,3,3,0,3,0,0,0,0,6,24,4.8,0.6
5,2,4.2,1,2,-1,2,1,0,0,1,6,24,5.714285714,0.476190476
5,2,4.2,2,1,-1,2,1,0,0,1,6,24,5.714285714,0.476190476
6,1,5.1,3,0,-3,3,1,0,0,1,6,24,4.705882353,0.588235294
6,1,5.1,3,1,-2,3,1,0,0,1,6,24,4.705882353,0.588235294
6,1,5.1,4,3,1,3,1,0,0,1,6,24,4.705882353,0.588235294
6,1,5.1,3,3,0,3,0,1,0,1,6,24,4.705882353,0.588235294
6,2,5.2,3,0,-3,3,1,1,0,2,7,24,4.615384615,0.576923077
6,0,5,4,3,1,3,1,0,0,1,6,24,4.8,0.6
6,0,5,4,3,1,3,0,1,0,1,6,24,4.8,0.6
6,1,5.1,1,3,-2,3,1,1,0,2,6,24,4.705882353,0.588235294
6,1,5.1,4,3,1,3,0,1,1,2,6,24,4.705882353,0.588235294
6,1,5.1,3,3,0,3,1,1,0,2,6,24,4.705882353,0.588235294
6,0,5,1,3,-2,3,0,1,1,2,6,24,4.8,0.6
7,0,6,5,7,2,5,0,0,0,0,6,24,4,0.833333333
6,2,5.2,4,1,-3,4,0,0,0,0,6,24,4.615384615,0.769230769
6,2,5.2,4,1,-3,4,0,0,0,0,6,24,4.615384615,0.769230769
6,2,5.2,4,4,0,4,0,0,0,0,6,24,4.615384615,0.769230769
6,2,5.2,1,4,-3,4,1,0,0,1,6,24,4.615384615,0.769230769
6,2,5.2,4,3,-1,4,1,0,0,1,6,24,4.615384615,0.769230769
6,0,5,4,3,-1,4,0,0,0,0,6,24,4.8,0.8
6,0,5,0,4,-4,4,0,0,0,0,6,24,4.8,0.8
6,0,5,2,4,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,1,4,-3,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,1,-3,4,0,0,0,0,6,24,4.8,0.8
6,0,5,2,4,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,2,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,1,4,-3,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,2,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,2,4,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,1,-3,4,0,0,0,0,6,24,4.8,0.8
6,0,5,0,4,-4,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,1,-3,4,0,0,0,0,6,24,4.8,0.8
6,0,5,2,4,-2,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,0,-4,4,0,0,0,0,6,24,4.8,0.8
6,0,5,4,5,1,4,0,0,0,0,6,24,4.8,0.8
6,1,5.1,4,2,-2,4,1,1,0,2,7,24,4.705882353,0.784313725
6,0,5,4,1,-3,4,0,1,0,1,6,24,4.8,0.8
6,1,5.1,0,4,-4,4,1,1,0,2,6,24,4.705882353,0.784313725
6,1,5.1,4,1,-3,4,1,1,0,2,6,24,4.705882353,0.784313725
6,1,5.1,4,2,-2,4,1,1,0,2,6,24,4.705882353,0.784313725
6,0,5,4,3,-1,4,0,1,1,2,6,24,4.8,0.8
6,0,5,1,4,-3,4,1,0,1,2,6,24,4.8,0.8
6,0,5,4,0,-4,4,1,0,1,2,6,24,4.8,0.8
6,0,5,4,0,-4,4,1,0,1,2,6,24,4.8,0.8
5,2,4.2,0,3,-3,3,0,1,0,1,6,24,5.714285714,0.714285714
5,2,4.2,4,3,1,3,1,0,0,1,6,24,5.714285714,0.714285714
5,2,4.2,2,3,-1,3,1,1,0,2,6,24,5.714285714,0.714285714
5,2,4.2,3,0,-3,3,1,1,0,2,6,24,5.714285714,0.714285714
5,2,4.2,3,3,0,3,1,1,0,2,6,24,5.714285714,0.714285714
5,2,4.2,3,5,2,3,0,1,1,2,6,24,5.714285714,0.714285714
5,2,4.2,3,2,-1,3,1,0,1,2,6,24,5.714285714,0.714285714
6,2,5.2,3,5,-2,5,0,0,0,0,6,24,4.615384615,0.961538462
5,2,4.2,2,3,-1,3,1,1,1,3,6,24,5.714285714,0.714285714
5,2,4.2,3,1,-2,3,1,1,1,3,6,24,5.714285714,0.714285714
6,2,5.2,1,5,-4,5,1,0,0,1,6,24,4.615384615,0.961538462
6,1,5.1,5,1,-4,5,0,0,0,0,6,24,4.705882353,0.980392157
6,1,5.1,1,5,-4,5,0,0,0,0,6,24,4.705882353,0.980392157
5,1,4.1,1,3,-2,3,1,1,0,2,6,24,5.853658537,0.731707317
6,1,5.1,0,5,-5,5,1,0,0,1,6,24,4.705882353,0.980392157
6,1,5.1,2,5,-3,5,0,1,0,1,6,24,4.705882353,0.980392157
6,1,5.1,5,4,-1,5,1,0,0,1,6,24,4.705882353,0.980392157
5,1,4.1,3,2,-1,3,1,1,1,3,6,24,5.853658537,0.731707317
5,1,4.1,3,4,1,3,1,1,1,3,6,24,5.853658537,0.731707317
5,1,4.1,3,3,0,3,1,1,1,3,6,24,5.853658537,0.731707317
6,0,5,5,0,-5,5,0,0,0,0,6,24,4.8,1
6,0,5,1,5,-4,5,0,0,0,0,6,24,4.8,1
6,0,5,5,0,-5,5,0,0,0,0,6,24,4.8,1
6,0,5,5,3,-2,5,0,0,0,0,6,24,4.8,1
6,0,5,4,5,-1,5,0,0,0,0,6,24,4.8,1
6,0,5,0,5,-5,5,0,0,0,0,6,24,4.8,1
6,0,5,5,1,-4,5,0,0,0,0,6,24,4.8,1
6,0,5,0,5,-5,5,0,0,0,0,6,24,4.8,1
6,0,5,2,5,-3,5,0,0,0,0,6,24,4.8,1
6,0,5,5,2,-3,5,0,0,0,0,6,24,4.8,1
6,0,5,2,5,-3,5,0,0,0,0,6,24,4.8,1
6,0,5,5,0,-5,5,0,0,0,0,6,24,4.8,1
5,0,4,3,0,-3,3,1,1,1,3,6,24,6,0.75
6,0,5,1,5,-4,5,1,1,0,2,6,24,4.8,1
5,2,4.2,4,1,-3,4,1,0,0,1,7,24,5.714285714,0.952380952
5,2,4.2,1,4,-3,4,0,1,0,1,6,24,5.714285714,0.952380952
5,2,4.2,1,4,-3,4,0,1,0,1,6,24,5.714285714,0.952380952
5,2,4.2,4,0,-4,4,0,1,0,1,6,24,5.714285714,0.952380952
5,2,4.2,3,4,-1,4,0,1,0,1,6,24,5.714285714,0.952380952
5,2,4.2,4,4,0,4,1,0,0,1,6,24,5.714285714,0.952380952
5,2,4.2,4,4,0,4,1,0,0,1,6,24,5.714285714,0.952380952
6,0,5,6,2,-4,6,0,0,0,0,6,24,4.8,1.2
6,0,5,3,6,-3,6,0,0,0,0,6,24,4.8,1.2
6,0,5,6,1,-5,6,0,0,0,0,6,24,4.8,1.2
6,0,5,6,2,-4,6,0,0,0,0,6,24,4.8,1.2
6,0,5,4,6,-2,6,0,0,0,0,6,24,4.8,1.2
6,0,5,2,6,-4,6,1,0,0,1,6,24,4.8,1.2
5,0,4,4,0,-4,4,0,0,0,0,6,24,6,1
5,1,4.1,2,4,-2,4,1,1,0,2,6,24,5.853658537,0.975609756
5,0,4,4,6,2,4,0,1,1,2,6,24,6,1
5,0,4,1,4,-3,4,1,1,0,2,6,24,6,1
5,0,4,4,2,-2,4,0,1,1,2,6,24,6,1
6,0,5,7,1,-6,7,0,0,0,0,6,24,4.8,1.4
5,2,4.2,0,5,-5,5,0,0,0,0,6,24,5.714285714,1.19047619
5,1,4.1,2,5,-3,5,0,0,0,0,6,24,5.853658537,1.219512195
5,1,4.1,5,0,-5,5,0,1,0,1,6,24,5.853658537,1.219512195
5,1,4.1,5,2,-3,5,0,1,1,2,6,24,5.853658537,1.219512195
5,0,4,5,0,-5,5,0,0,0,0,6,24,6,1.25
5,0,4,1,5,-4,5,0,0,0,0,6,24,6,1.25
5,0,4,0,5,-5,5,0,0,0,0,6,24,6,1.25
4,2,3.2,3,1,-2,3,1,1,1,3,6,24,7.5,0.9375
5,0,4,4,5,-1,5,1,1,0,2,6,24,6,1.25
5,0,4,1,5,-4,5,0,1,1,2,6,24,6,1.25
5,0,4,0,5,-5,5,1,0,1,2,6,24,6,1.25
5,2,4.2,3,6,-3,6,0,1,0,1,7,24,5.714285714,1.428571429
5,2,4.2,6,0,-6,6,1,0,0,1,6,24,5.714285714,1.428571429
5,1,4.1,6,2,-4,6,0,0,1,1,6,24,5.853658537,1.463414634
5,1,4.1,2,6,-4,6,1,0,0,1,6,24,5.853658537,1.463414634
5,1,4.1,0,6,-6,6,0,1,1,2,6,24,5.853658537,1.463414634
5,1,4.1,6,2,-4,6,1,0,1,2,6,24,5.853658537,1.463414634
5,0,4,0,6,-6,6,0,0,0,0,6,24,6,1.5
5,0,4,1,6,-5,6,0,0,0,0,6,24,6,1.5
5,0,4,0,6,-6,6,0,0,0,0,6,24,6,1.5
5,0,4,2,6,-4,6,0,0,0,0,6,24,6,1.5
5,0,4,4,6,-2,6,0,0,0,0,6,24,6,1.5
5,0,4,1,6,-5,6,0,0,0,0,6,24,6,1.5
5,0,4,6,4,-2,6,1,0,0,1,6,24,6,1.5
4,2,3.2,4,1,-3,4,0,1,0,1,6,24,7.5,1.25
5,0,4,7,0,-7,7,0,0,0,0,6,24,6,1.75
5,0,4,7,2,-5,7,0,0,0,0,6,24,6,1.75
5,0,4,7,2,-5,7,1,0,0,1,6,24,6,1.75
5,0,4,5,7,-2,7,1,1,0,2,6,24,6,1.75
5,1,4.1,8,0,-8,8,0,0,0,0,6,24,5.853658537,1.951219512
4,2,3.2,5,1,-4,5,0,0,0,0,6,24,7.5,1.5625
5,0,4,8,2,-6,8,0,0,0,0,6,24,6,2
4,2,3.2,0,5,-5,5,1,1,0,2,6,24,7.5,1.5625
4,2,3.2,5,4,-1,5,1,1,0,2,6,24,7.5,1.5625
4,2,3.2,7,1,-6,7,0,0,0,0,6,24,7.5,2.1875
4,2,3.2,7,0,-7,7,1,0,0,1,6,24,7.5,2.1875
4,2,3.2,0,7,-7,7,1,1,0,2,6,24,7.5,2.1875
4,2,3.2,7,2,-5,7,1,0,1,2,6,24,7.5,2.1875
4,1,3.1,6,7,-1,7,0,1,0,1,6,24,7.741935484,2.258064516
4,2,3.2,2,8,-6,8,1,0,0,1,6,24,7.5,2.5
4,2,3.2,8,1,-7,8,0,1,1,2,6,24,7.5,2.5
4,1,3.1,9,3,-6,9,1,0,0,1,6,24,7.741935484,2.903225806
4,1,3.1,4,10,-6,10,1,0,0,1,6,24,7.741935484,3.225806452
3,2,2.2,0,11,-11,11,0,1,1,2,6,24,10.90909091,5
7,0,6,1,0,1,0,0,0,0,0,5,23,3.833333333,0
6,0,5,0,3,3,0,0,0,0,0,5,23,4.6,0
6,0,5,0,4,4,0,0,0,0,0,5,23,4.6,0
6,0,5,0,4,4,0,0,0,0,0,5,23,4.6,0
7,0,6,0,2,2,0,0,0,0,0,5,23,3.833333333,0
6,0,5,3,0,3,0,0,0,0,0,5,23,4.6,0
7,0,6,2,0,2,0,0,0,0,0,5,23,3.833333333,0
7,0,6,0,1,1,0,0,0,0,0,5,23,3.833333333,0
7,1,6.1,0,1,1,0,0,0,0,0,5,23,3.770491803,0
7,0,6,0,1,1,0,0,0,0,0,5,23,3.833333333,0
8,0,7,0,0,0,0,0,0,0,0,5,23,3.285714286,0
7,0,6,0,4,4,0,0,0,0,0,5,23,3.833333333,0
6,0,5,0,4,4,0,0,0,0,0,5,23,4.6,0
7,0,6,0,0,0,0,0,0,0,0,5,23,3.833333333,0
7,0,6,0,1,1,0,0,0,0,0,5,23,3.833333333,0
6,0,5,0,3,3,0,0,0,0,0,5,23,4.6,0
7,0,6,0,1,1,0,0,0,0,0,5,23,3.833333333,0
7,1,6.1,0,2,2,0,0,1,0,1,5,23,3.770491803,0
6,2,5.2,0,5,5,0,0,0,1,1,5,23,4.423076923,0
6,1,5.1,0,0,0,0,1,0,1,2,5,23,4.509803922,0
7,0,6,0,2,2,0,0,1,1,2,5,23,3.833333333,0
6,1,5.1,0,4,4,0,1,1,0,2,5,23,4.509803922,0
6,2,5.2,0,4,4,0,1,0,1,2,5,23,4.423076923,0
7,2,6.2,1,2,1,1,0,0,0,0,5,23,3.709677419,0.161290323
7,0,6,4,1,3,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,3,1,2,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,1,4,3,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,1,1,0,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,1,1,0,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,1,1,0,1,0,0,0,0,5,23,3.833333333,0.166666667
7,0,6,6,1,5,1,0,0,0,0,5,23,3.833333333,0.166666667
7,1,6.1,1,2,1,1,0,1,0,1,5,23,3.770491803,0.163934426
7,1,6.1,1,3,2,1,0,1,0,1,5,23,3.770491803,0.163934426
7,0,6,1,4,3,1,0,1,0,1,5,23,3.833333333,0.166666667
6,1,5.1,1,2,1,1,0,0,0,0,5,23,4.509803922,0.196078431
6,0,5,0,1,-1,1,0,0,0,0,5,23,4.6,0.2
6,0,5,5,1,4,1,0,0,0,0,5,23,4.6,0.2
6,0,5,2,1,1,1,0,0,0,0,5,23,4.6,0.2
6,0,5,1,2,1,1,0,0,0,0,5,23,4.6,0.2
6,0,5,1,2,1,1,0,0,0,0,5,23,4.6,0.2
6,0,5,1,1,0,1,0,0,0,0,5,23,4.6,0.2
6,0,5,1,1,0,1,0,0,0,0,5,23,4.6,0.2
6,0,5,1,0,-1,1,0,0,0,0,5,23,4.6,0.2
7,1,6.1,0,1,-1,1,1,1,0,2,5,23,3.770491803,0.163934426
7,1,6.1,2,1,1,1,0,1,1,2,5,23,3.770491803,0.163934426
6,2,5.2,2,1,1,1,1,0,0,1,5,23,4.423076923,0.192307692
6,2,5.2,3,1,2,1,1,0,0,1,5,23,4.423076923,0.192307692
6,1,5.1,1,1,0,1,1,0,0,1,5,23,4.509803922,0.196078431
6,1,5.1,0,1,-1,1,0,1,0,1,5,23,4.509803922,0.196078431
6,1,5.1,1,4,3,1,0,0,1,1,5,23,4.509803922,0.196078431
6,0,5,3,1,2,1,0,1,0,1,5,23,4.6,0.2
6,2,5.2,1,2,1,1,1,0,1,2,5,23,4.423076923,0.192307692
6,2,5.2,2,1,1,1,1,1,0,2,5,23,4.423076923,0.192307692
7,0,6,2,3,1,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,2,3,1,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,2,4,2,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,2,3,1,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,2,2,0,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,1,2,-1,2,0,0,0,0,5,23,3.833333333,0.333333333
7,0,6,1,2,-1,2,0,0,0,0,5,23,3.833333333,0.333333333
6,1,5.1,2,1,1,1,1,1,0,2,5,23,4.509803922,0.196078431
6,1,5.1,2,1,1,1,1,1,0,2,5,23,4.509803922,0.196078431
6,1,5.1,1,4,3,1,1,1,0,2,5,23,4.509803922,0.196078431
6,0,5,3,1,2,1,1,0,1,2,5,23,4.6,0.2
6,0,5,1,2,1,1,1,0,1,2,5,23,4.6,0.2
6,0,5,1,2,1,1,1,1,0,2,5,23,4.6,0.2
6,0,5,1,3,2,1,1,0,1,2,5,23,4.6,0.2
6,1,5.1,1,1,0,1,1,1,1,3,5,23,4.509803922,0.196078431
5,2,4.2,0,1,-1,1,1,0,0,1,5,23,5.476190476,0.238095238
5,2,4.2,1,1,0,1,1,0,0,1,5,23,5.476190476,0.238095238
6,0,5,1,2,1,1,1,1,1,3,5,23,4.6,0.2
6,2,5.2,3,2,1,2,0,0,0,0,5,23,4.423076923,0.384615385
6,2,5.2,3,2,1,2,0,0,0,0,5,23,4.423076923,0.384615385
5,2,4.2,1,3,2,1,1,1,0,2,5,23,5.476190476,0.238095238
5,2,4.2,0,1,-1,1,1,0,1,2,5,23,5.476190476,0.238095238
5,1,4.1,1,0,-1,1,1,0,1,2,5,23,5.609756098,0.243902439
6,0,5,2,5,3,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,3,1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,1,2,-1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,4,2,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,1,-1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,2,0,2,0,0,0,0,5,23,4.6,0.4
6,0,5,3,2,1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,2,0,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,1,-1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,1,-1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,3,1,2,0,0,0,0,5,23,4.6,0.4
6,0,5,0,2,-2,2,0,0,0,0,5,23,4.6,0.4
6,0,5,2,0,-2,2,0,0,0,0,5,23,4.6,0.4
6,0,5,0,2,-2,2,0,0,0,0,5,23,4.6,0.4
6,2,5.2,2,3,1,2,1,0,0,1,6,23,4.423076923,0.384615385
6,2,5.2,2,1,-1,2,0,1,0,1,5,23,4.423076923,0.384615385
7,0,6,3,4,1,3,0,0,0,0,5,23,3.833333333,0.5
7,0,6,3,3,0,3,0,0,0,0,5,23,3.833333333,0.5
7,0,6,3,6,3,3,0,0,0,0,5,23,3.833333333,0.5
6,1,5.1,1,2,-1,2,1,0,0,1,5,23,4.509803922,0.392156863
6,1,5.1,2,0,-2,2,1,0,0,1,5,23,4.509803922,0.392156863
6,1,5.1,1,2,-1,2,0,0,1,1,5,23,4.509803922,0.392156863
6,1,5.1,2,1,-1,2,1,0,0,1,5,23,4.509803922,0.392156863
6,1,5.1,2,0,-2,2,1,0,0,1,5,23,4.509803922,0.392156863
6,0,5,3,2,1,2,1,0,0,1,5,23,4.6,0.4
6,2,5.2,2,2,0,2,1,1,0,2,5,23,4.423076923,0.384615385
6,1,5.1,2,2,0,2,1,1,0,2,5,23,4.509803922,0.392156863
6,0,5,2,3,1,2,1,0,1,2,5,23,4.6,0.4
6,0,5,4,2,2,2,1,1,0,2,5,23,4.6,0.4
6,2,5.2,3,6,3,3,0,0,0,0,5,23,4.423076923,0.576923077
6,1,5.1,3,4,1,3,0,0,0,0,5,23,4.509803922,0.588235294
6,1,5.1,3,1,-2,3,0,0,0,0,5,23,4.509803922,0.588235294
6,1,5.1,2,3,-1,3,0,0,0,0,5,23,4.509803922,0.588235294
6,2,5.2,3,2,-1,3,1,0,0,1,6,23,4.423076923,0.576923077
6,2,5.2,3,2,-1,3,0,1,0,1,5,23,4.423076923,0.576923077
6,2,5.2,3,0,-3,3,1,0,0,1,5,23,4.423076923,0.576923077
6,2,5.2,1,3,-2,3,1,0,0,1,5,23,4.423076923,0.576923077
6,0,5,4,3,1,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,2,-1,3,0,0,0,0,5,23,4.6,0.6
6,0,5,4,3,1,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,4,1,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,0,-3,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,1,-2,3,0,0,0,0,5,23,4.6,0.6
6,0,5,1,3,-2,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,3,0,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,3,0,3,0,0,0,0,5,23,4.6,0.6
6,0,5,3,4,1,3,0,0,0,0,5,23,4.6,0.6
5,2,4.2,2,1,-1,2,0,1,0,1,5,23,5.476190476,0.476190476
5,2,4.2,3,2,1,2,1,0,0,1,5,23,5.476190476,0.476190476
6,1,5.1,3,2,-1,3,1,0,0,1,5,23,4.509803922,0.588235294
6,1,5.1,5,3,2,3,1,0,0,1,5,23,4.509803922,0.588235294
6,0,5,2,3,-1,3,0,1,0,1,5,23,4.6,0.6
5,2,4.2,2,0,-2,2,1,0,1,2,5,23,5.476190476,0.476190476
5,1,4.1,2,2,0,2,1,1,0,2,5,23,5.609756098,0.487804878
6,0,5,6,3,3,3,0,1,1,2,5,23,4.6,0.6
5,1,4.1,2,4,2,2,1,1,1,3,5,23,5.609756098,0.487804878
6,2,5.2,4,4,0,4,0,0,0,0,5,23,4.423076923,0.769230769
6,1,5.1,0,4,-4,4,0,0,0,0,5,23,4.509803922,0.784313725
6,0,5,2,4,-2,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,1,-3,4,0,0,0,0,5,23,4.6,0.8
6,0,5,0,4,-4,4,0,0,0,0,5,23,4.6,0.8
6,0,5,0,4,-4,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,2,-2,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,4,0,4,0,0,0,0,5,23,4.6,0.8
6,0,5,2,4,-2,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,5,1,4,0,0,0,0,5,23,4.6,0.8
6,0,5,0,4,-4,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,2,-2,4,0,0,0,0,5,23,4.6,0.8
6,0,5,3,4,-1,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,0,-4,4,0,0,0,0,5,23,4.6,0.8
6,0,5,4,1,-3,4,0,0,0,0,5,23,4.6,0.8
6,1,5.1,4,5,1,4,1,0,0,1,5,23,4.509803922,0.784313725
